Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,length,Groups_new,length_shift
Das,4,7.17,34,9.539,32,0.752,25,0.896,24,0.671,2,0.709,25,4.98,13,17.361,7,0.5,32,0.0,1,0.0,0,PZ25,69,Das,69.43240833394941
Das,2,7.02,33,10.985,34,0.639,37,0.808,33,0.5,24,0.59,37,124.6,38,21.695,34,0.421,34,0.0,1,0.0,0,PZ25,69,Das,69.44888952696223
Das,10,6.887,32,9.618,33,0.716,30,0.896,24,0.671,2,0.655,30,56.36,37,20.363,29,0.512,31,0.0,1,0.0,0,PZ25,69,Das,67.5434031277717
Das,1,5.748,28,7.927,28,0.725,28,0.872,28,0.612,10,0.685,27,9.05,22,19.277,19,0.569,22,0.0,1,0.0,0,PZ25,69,Das,69.00181383902027
Das,9,5.951,29,8.468,29,0.703,31,0.896,24,0.671,2,0.636,33,14.49,33,18.834,14,0.545,28,0.0,1,0.0,0,PZ25,69,Das,68.32485071602844
Xiao,3,4.647,27,7.069,25,0.657,33,0.783,34,0.0,29,0.643,31,14.46,31,22.467,37,0.569,22,0.0,1,0.0,0,PZ25,69,Xiao,69.06195014051505
Xiao,5,4.646,26,7.068,24,0.657,33,0.783,34,0.0,29,0.643,31,14.91,35,22.526,38,0.569,22,0.0,1,0.0,0,PZ25,69,Xiao,68.09496140998196
Das,6,6.638,30,8.888,31,0.747,26,0.896,24,0.5,24,0.729,23,9.51,25,19.504,23,0.526,30,0.0,1,0.0,0,PZ25,69,Das,69.95421733973726
Ding,2,8.577,35,11.959,35,0.717,29,0.95,4,0.0,29,0.658,29,13.09,28,22.355,36,0.277,36,0.0,1,5.551e-17,0,PZ25,69,Ding,70.021693173891
Xiao,4,4.644,25,7.164,26,0.648,35,0.783,34,0.0,29,0.63,34,14.01,30,22.736,40,0.573,20,0.0,1,0.0,0,PZ25,69,Xiao,69.03696612554478
Ding,3,9.843,36,13.508,36,0.729,27,0.923,13,-1.0,38,0.679,28,10.38,26,20.899,32,0.217,38,0.0,1,9.881e-15,0,PZ25,69,Ding,70.16110015116168
Ding,1,10.56,37,15.25,37,0.692,32,0.95,4,0.0,29,0.623,36,8.58,20,20.249,27,0.245,37,0.0,1,2.024e-13,0,PZ25,69,Ding,67.9390626615471
Xiao,2,24.844,38,38.763,38,0.641,36,0.759,37,0.0,29,0.63,34,0.0,1,21.169,33,0.293,35,0.0,1,0.7522,0,PZ25,69,Xiao,69.64785408975622
Xiao,1,4.522,24,7.844,27,0.576,38,0.693,38,0.0,29,0.561,38,14.47,32,21.725,35,0.606,14,0.0,1,0.0,0,PZ25,69,Xiao,67.64266055686355
Das,3,6.646,31,8.82,30,0.754,24,0.923,13,0.75,1,0.692,26,9.05,22,19.161,18,0.48,33,0.0,1,0.0,0,PZ25,69,Das,69.51282572460286
Das,7,3.7,22,4.84,22,0.764,22,0.9,20,0.567,23,0.736,21,7.24,17,16.809,2,0.571,21,0.0,1,0.0,0,PZ25,69,Das,69.46438985266786
Das,8,4.211,23,5.438,23,0.774,20,0.9,20,0.671,2,0.736,21,9.05,22,17.66,10,0.562,25,0.0,1,0.0,0,PZ25,69,Das,70.13136155918744
Chen,2,3.343,18,4.206,18,0.795,16,0.906,15,0.577,13,0.767,20,0.0,1,18.967,15,0.739,2,0.0,1,0.0,0,PZ25,69,Chen,67.53159180382298
Bujnicki,1,3.218,17,3.996,15,0.805,13,0.872,28,0.671,2,0.793,14,3.61,12,16.978,4,0.556,27,0.0,1,0.0,0,PZ25,69,Bujnicki,68.88829414260182
Adamiak,5,3.18,16,4.059,16,0.783,19,0.927,8,0.0,29,0.781,18,11.29,27,17.652,9,0.673,5,0.0,1,0.0,0,PZ25,69,Szachniuk,69.38756446351763
Chen,10,3.094,14,3.671,10,0.843,5,0.953,1,0.577,13,0.818,7,0.0,1,20.283,28,0.587,18,0.0,1,0.0,0,PZ25,69,Chen,69.46834630880227
Adamiak,4,3.086,13,3.741,12,0.825,8,0.927,8,0.289,26,0.823,5,9.03,21,18.828,13,0.542,29,0.0,1,0.0,0,PZ25,69,Szachniuk,70.19959557256239
Bujnicki,3,3.069,12,3.81,13,0.805,13,0.85,30,0.671,2,0.801,12,7.67,18,17.902,11,0.589,17,0.0,1,0.0,0,PZ25,69,Bujnicki,69.94131591662268
Chen,4,3.056,11,3.714,11,0.823,10,0.906,15,0.577,13,0.807,9,0.0,1,20.216,25,0.634,11,0.0,1,0.0,0,PZ25,69,Chen,69.07801576070091
Chen,7,3.054,10,3.6,9,0.848,2,0.933,6,0.577,13,0.833,2,0.0,1,20.413,31,0.656,9,0.0,1,0.0,0,PZ25,69,Chen,69.13008132292454
Bujnicki,2,3.045,9,3.855,14,0.79,17,0.85,30,0.612,10,0.787,15,7.67,18,17.04,5,0.592,16,0.0,1,0.0,0,PZ25,69,Bujnicki,67.55178146984848
Adamiak,2,3.17,15,4.131,17,0.768,21,0.927,8,0.0,29,0.768,19,14.9,34,18.238,12,0.644,10,0.0,1,0.0,0,PZ25,69,Szachniuk,69.81244630267044
Chen,9,2.874,7,3.388,6,0.848,2,0.953,1,0.577,13,0.826,4,0.0,1,19.618,24,0.619,13,0.0,1,0.0,0,PZ25,69,Chen,70.27582559070024
Chen,1,2.903,8,3.594,8,0.808,11,0.906,15,0.577,13,0.785,16,0.0,1,20.365,30,0.701,4,0.0,1,0.0,0,PZ25,69,Chen,68.20914999796783
Chen,6,3.477,20,4.209,19,0.826,7,0.906,15,0.577,13,0.812,8,0.0,1,19.438,21,0.621,12,0.0,1,0.0,0,PZ25,69,Chen,69.26811336843016
Das,5,3.529,21,4.617,21,0.764,22,0.9,20,0.671,2,0.722,24,5.43,14,17.053,6,0.581,19,0.0,1,0.0,0,PZ25,69,Das,68.0565115811463
Chen,5,2.551,1,3.0,1,0.85,1,0.953,1,0.577,13,0.829,3,0.0,1,19.03,16,0.671,7,0.0,1,0.0,0,PZ25,69,Chen,69.87251894861336
Bujnicki,4,3.472,19,4.333,20,0.801,15,0.85,30,0.612,10,0.804,10,5.87,15,17.416,8,0.558,26,0.0,1,0.0,0,PZ25,69,Bujnicki,70.08304801736405
Adamiak,3,2.692,3,3.337,3,0.807,12,0.927,8,0.25,27,0.804,10,15.8,36,19.449,22,0.733,3,0.0,1,0.0,0,PZ25,69,Szachniuk,69.42365464573712
Chen,8,2.709,4,3.287,2,0.824,9,0.927,8,0.577,13,0.801,12,0.0,1,19.047,17,0.664,8,0.0,1,0.0,0,PZ25,69,Chen,69.68138365766772
Chen,3,2.841,5,3.383,5,0.84,6,0.933,6,0.577,13,0.822,6,0.0,1,19.35,20,0.771,1,0.0,1,0.0,0,PZ25,69,Chen,68.92176153355659
Bujnicki,5,2.86,6,3.38,4,0.846,4,0.9,20,0.671,2,0.841,1,6.77,16,16.494,1,0.597,15,0.0,1,0.0,0,PZ25,69,Bujnicki,69.16833785119238
Adamiak,1,2.681,2,3.403,7,0.788,18,0.906,15,0.25,27,0.784,17,14.0,29,16.956,3,0.673,5,0.0,1,0.0,0,PZ25,69,Szachniuk,70.21898265661619
Adamiak,4,20.621,45,24.892,40,0.828,14,0.957,23,0.577,46,0.777,6,9.53,47,24.694,52,0.583,48,0.0,1,1.021e-14,0,PZ26,130,Szachniuk,129.75454287712463
Xiao,3,20.615,44,37.458,53,0.55,53,0.523,53,-1.0,51,0.584,53,18.36,53,28.575,65,0.522,50,0.0,1,9.992e-15,0,PZ26,130,Xiao,129.7352354417505
Ding,3,20.186,43,28.703,50,0.703,50,0.91,49,0.0,49,0.631,50,14.78,52,23.086,43,0.374,56,0.0,1,1.499e-15,0,PZ26,130,Ding,128.7305962084019
TFN,10,20.003,42,20.003,20,-1.0,57,-1.0,57,-1.0,51,-1.0,57,2.14,19,18.427,24,0.661,14,0.0,1,6.661e-16,0,PZ26,130,Das,131.41340753217236
FARFAR2,9,19.901,41,24.934,41,0.798,48,0.948,31,0.73,30,0.734,43,2.62,31,17.739,13,0.66,22,0.0,1,4.441e-16,0,PZ26,130,Das,129.84419560295538
Ding,1,19.338,40,26.229,44,0.737,49,0.91,49,0.0,49,0.679,49,13.35,51,22.411,39,0.377,55,0.0,1,5.551e-17,0,PZ26,130,Ding,129.3915036738076
Adamiak,3,18.809,38,22.121,34,0.85,1,0.957,23,0.707,43,0.806,1,8.1,46,21.557,37,0.732,1,0.0,1,0.0,0,PZ26,130,Szachniuk,129.35368963557676
Adamiak,1,18.711,37,22.812,38,0.82,20,0.957,23,0.577,46,0.763,17,10.25,49,23.321,44,0.577,49,0.0,1,0.0,0,PZ26,130,Szachniuk,130.64305025220932
Chen,9,18.34,35,22.13,35,0.829,11,0.945,39,0.816,14,0.775,8,2.14,19,25.48,60,0.613,45,0.0,1,0.0,0,PZ26,130,Chen,131.43212171478396
Adamiak,2,19.074,39,23.285,39,0.819,22,0.957,23,0.577,46,0.763,17,9.77,48,26.177,62,0.584,47,0.0,1,0.0,0,PZ26,130,Szachniuk,129.27533871094155
Chen,10,21.417,47,25.524,43,0.839,5,0.967,17,0.913,1,0.776,7,2.62,31,25.369,59,0.616,43,0.0,1,2.893e-13,0,PZ26,130,Chen,130.07429792951038
Chen,5,18.131,34,21.908,30,0.828,14,0.922,47,0.913,1,0.779,5,5.73,45,25.531,61,0.666,6,0.0,1,0.0,0,PZ26,130,Chen,130.19624955733948
Xiao,4,29.841,57,54.223,57,0.55,53,0.523,53,-1.0,51,0.584,53,22.65,55,28.575,65,0.522,50,0.0,1,0.005778,0,PZ26,130,Xiao,129.58996488407766
Xiao,1,29.533,56,51.963,56,0.568,52,0.636,52,-1.0,51,0.564,56,22.88,56,27.101,63,0.522,50,0.0,1,0.003503,0,PZ26,130,Xiao,129.33599785895535
Xiao,2,28.116,55,51.089,55,0.55,53,0.501,56,-1.0,51,0.59,52,19.08,54,27.946,64,0.522,50,0.0,1,0.0002473,0,PZ26,130,Xiao,131.13614232898703
Chen,7,23.79,54,29.38,52,0.81,29,0.956,30,0.913,1,0.734,43,1.19,10,25.143,55,0.618,42,0.0,1,1.966e-09,0,PZ26,130,Chen,129.63140481541546
Chen,6,21.399,46,26.567,46,0.805,36,0.957,23,0.913,1,0.726,46,2.14,19,25.19,56,0.614,44,0.0,1,2.687e-13,0,PZ26,130,Chen,130.1412730099522
Chen,3,23.705,53,28.896,51,0.82,20,0.945,39,0.913,1,0.757,23,2.38,29,24.212,47,0.656,36,0.0,1,1.479e-09,0,PZ26,130,Chen,130.916509061164
TFN,5,22.851,52,27.708,49,0.825,17,0.948,31,0.816,14,0.77,10,1.67,15,18.774,28,0.662,12,0.0,1,7.33e-11,0,PZ26,130,Das,130.3107054794505
Xiao,5,22.586,51,41.039,54,0.55,53,0.523,53,-1.0,51,0.584,53,25.99,57,28.575,65,0.522,50,0.0,1,2.761e-11,0,PZ26,130,Xiao,131.27341329775794
Chen,8,22.123,50,27.546,48,0.803,42,0.922,47,0.816,14,0.746,36,0.71,4,24.333,48,0.612,46,0.0,1,4.779e-12,0,PZ26,130,Chen,130.01612583593928
Chen,4,21.857,49,27.32,47,0.8,47,0.945,39,0.913,1,0.726,46,2.62,31,24.371,49,0.67,4,0.0,1,1.693e-12,0,PZ26,130,Chen,129.7977045865156
Chen,1,21.553,48,26.261,45,0.821,19,0.934,43,0.913,1,0.762,19,3.57,41,25.318,57,0.662,12,0.0,1,5.018e-13,0,PZ26,130,Chen,130.25969962632016
TFN,9,18.103,33,22.435,36,0.807,33,0.948,31,0.73,30,0.747,29,3.57,41,18.933,30,0.659,30,0.0,1,0.0,0,PZ26,130,Das,131.0941110227149
Chen,2,18.479,36,22.788,37,0.811,28,0.957,23,0.913,1,0.736,42,3.1,38,24.209,46,0.663,10,0.0,1,0.0,0,PZ26,130,Chen,131.43239487001642
FARFAR2,7,17.647,30,21.934,31,0.805,36,0.958,18,0.73,30,0.741,38,0.95,7,18.085,21,0.659,30,0.0,1,0.0,0,PZ26,130,Das,129.36341382685845
Bujnicki,2,15.442,14,18.376,9,0.84,4,0.936,42,0.913,1,0.795,2,0.95,7,19.997,34,0.679,3,0.0,1,0.0,0,PZ26,130,Bujnicki,131.42321386826632
FARFAR2,3,15.29,12,18.799,13,0.813,26,0.969,7,0.73,30,0.747,29,1.67,15,18.007,17,0.66,22,0.0,1,0.0,0,PZ26,130,Das,130.08053901407573
Das,5,15.29,12,18.799,13,0.813,26,0.969,7,0.73,30,0.747,29,1.67,15,18.007,17,0.66,22,0.0,1,0.0,0,PZ26,130,Das,129.75345682253234
Das,1,15.278,11,18.563,11,0.823,18,0.969,7,0.73,30,0.759,21,1.91,18,16.499,2,0.652,39,0.0,1,0.0,0,PZ26,130,Das,129.27509837184664
Bujnicki,3,15.231,10,17.988,7,0.847,2,0.989,1,0.913,1,0.782,4,1.43,12,19.548,32,0.681,2,0.0,1,0.0,0,PZ26,130,Bujnicki,130.5044580154376
FARFAR2,8,14.974,9,18.613,12,0.805,36,0.958,18,0.73,30,0.741,38,3.1,38,18.03,19,0.66,22,0.0,1,0.0,0,PZ26,130,Das,129.47079183969623
Das,3,15.662,15,18.844,15,0.831,8,0.979,2,0.816,14,0.767,12,2.14,19,18.581,25,0.651,40,0.0,1,0.0,0,PZ26,130,Das,130.93288875187648
FARFAR2,5,14.889,8,18.452,10,0.807,33,0.927,44,0.816,14,0.753,24,1.19,10,18.146,23,0.663,10,0.0,1,0.0,0,PZ26,130,Das,130.11686277602993
FARFAR2,1,14.318,5,17.814,5,0.804,40,0.948,31,0.667,44,0.747,29,2.62,31,17.65,11,0.661,14,0.0,1,0.0,0,PZ26,130,Das,129.87435411890203
Das,2,14.318,5,17.814,5,0.804,40,0.948,31,0.667,44,0.747,29,2.62,31,17.65,11,0.661,14,0.0,1,0.0,0,PZ26,130,Das,131.14972520083722
Bujnicki,5,13.983,4,16.874,4,0.829,11,0.968,16,0.833,12,0.767,12,0.0,1,20.623,35,0.655,37,0.0,1,0.0,0,PZ26,130,Bujnicki,130.9289952432932
Das,9,13.342,3,16.004,3,0.834,6,0.969,7,0.816,14,0.77,10,2.14,19,16.553,3,0.653,38,0.0,1,0.0,0,PZ26,130,Das,131.46305477045286
TFN,7,12.76,2,15.765,2,0.809,30,0.958,18,0.816,14,0.744,37,2.14,19,18.046,20,0.661,14,0.0,1,0.0,0,PZ26,130,Das,131.075825818415
TFN,3,12.458,1,15.035,1,0.829,11,0.969,7,0.816,14,0.767,12,3.1,38,18.0,16,0.661,14,0.0,1,0.0,0,PZ26,130,Das,129.56168969319168
TFN,8,14.728,7,18.358,8,0.802,45,0.948,31,0.816,14,0.734,43,3.57,41,18.67,27,0.665,8,0.0,1,0.0,0,PZ26,130,Das,128.84150781113323
FARFAR2,10,15.662,15,18.844,15,0.831,8,0.979,2,0.816,14,0.767,12,2.14,19,18.581,25,0.651,40,0.0,1,0.0,0,PZ26,130,Das,130.922233474189
TFN,2,17.739,32,21.983,33,0.807,33,0.958,18,0.816,14,0.741,38,2.86,36,17.632,10,0.664,9,0.0,1,0.0,0,PZ26,130,Das,129.39149273320925
TFN,1,15.811,18,19.731,19,0.801,46,0.969,7,0.816,14,0.724,48,2.38,29,17.994,15,0.661,14,0.0,1,0.0,0,PZ26,130,Das,129.32424448737083
Bujnicki,4,15.721,17,18.894,17,0.832,7,0.969,7,0.833,12,0.772,9,0.0,1,19.893,33,0.66,22,0.0,1,0.0,0,PZ26,130,Bujnicki,131.18592431951026
Das,8,17.647,30,21.934,31,0.805,36,0.958,18,0.73,30,0.741,38,0.95,7,18.085,21,0.659,30,0.0,1,0.0,0,PZ26,130,Das,129.12574350176308
Das,10,17.501,29,21.163,27,0.827,16,0.979,2,0.73,30,0.759,21,2.86,36,16.477,1,0.657,33,0.0,1,0.0,0,PZ26,130,Das,129.06721566140732
Ding,2,17.364,28,25.17,42,0.69,51,0.874,51,-1.0,51,0.619,51,10.72,50,24.608,51,0.352,57,0.0,1,0.0,0,PZ26,130,Ding,129.10955676009715
TFN,6,17.111,26,20.885,26,0.819,22,0.957,23,0.816,14,0.76,20,5.48,44,18.83,29,0.66,22,0.0,1,0.0,0,PZ26,130,Das,129.56296454560078
FARFAR2,4,17.072,24,21.263,28,0.803,42,0.927,44,0.73,30,0.75,25,0.71,4,17.409,4,0.661,14,0.0,1,0.0,0,PZ26,130,Das,131.16320406677664
TFN,4,17.319,27,20.843,25,0.831,8,0.979,2,0.816,14,0.764,16,2.14,19,17.82,14,0.667,5,0.0,1,0.0,0,PZ26,130,Das,130.81418058733462
FARFAR2,2,16.859,22,20.83,23,0.809,30,0.948,31,0.73,30,0.75,25,2.14,19,17.532,8,0.66,22,0.0,1,0.0,0,PZ26,130,Das,129.90225344389722
Das,4,16.859,22,20.83,23,0.809,30,0.948,31,0.73,30,0.75,25,2.14,19,17.532,8,0.66,22,0.0,1,0.0,0,PZ26,130,Das,130.10058205119842
Bujnicki,1,16.562,21,19.56,18,0.847,2,0.979,2,0.913,1,0.785,3,0.0,1,19.462,31,0.666,6,0.0,1,0.0,0,PZ26,130,Bujnicki,131.21546805752277
FARFAR2,6,16.37,19,20.089,21,0.815,24,0.969,7,0.816,14,0.747,29,1.43,12,17.503,6,0.657,33,0.0,1,0.0,0,PZ26,130,Das,128.53662302797665
Das,7,16.37,19,20.089,21,0.815,24,0.969,7,0.816,14,0.747,29,1.43,12,17.503,6,0.657,33,0.0,1,0.0,0,PZ26,130,Das,130.64332005230557
Das,6,17.072,24,21.263,28,0.803,42,0.927,44,0.73,30,0.75,25,0.71,4,17.409,4,0.661,14,0.0,1,0.0,0,PZ26,130,Das,130.58068726629386
Bujnicki,5,17.768,38,17.768,4,-1.0,56,-1.0,56,-1.0,18,-1.0,56,0.0,1,20.861,37,0.265,7,0.0,1,0.01677,0,PZ26tBox,60,Bujnicki,59.33131414647902
Chen,4,18.096,42,26.441,51,0.684,50,0.895,30,-1.0,18,0.591,50,5.15,41,24.625,52,0.195,53,0.0,1,0.02597,0,PZ26tBox,60,Chen,61.36325524483887
TFN,1,17.948,41,23.789,40,0.754,36,0.929,7,-1.0,18,0.685,44,3.61,32,19.317,24,0.223,23,0.0,1,0.02139,0,PZ26tBox,60,Das,58.969143637903514
FARFAR2,9,17.824,40,24.112,41,0.739,45,0.88,38,0.0,1,0.693,43,2.58,21,17.903,8,0.213,38,0.0,1,0.01811,0,PZ26tBox,60,Das,61.31421850860304
Chen,8,17.783,39,23.515,39,0.756,34,0.923,16,-1.0,18,0.68,45,1.55,13,23.193,46,0.185,56,0.0,1,0.01713,0,PZ26tBox,60,Chen,59.02352357507459
Bujnicki,1,17.693,37,22.124,35,0.8,5,0.951,2,-1.0,18,0.744,10,0.0,1,19.292,23,0.222,25,0.0,1,0.01511,0,PZ26tBox,60,Bujnicki,58.81925061199911
TFN,2,16.893,31,22.254,36,0.759,32,0.901,25,-1.0,18,0.708,36,4.12,35,18.805,16,0.207,43,0.0,1,0.004502,0,PZ26tBox,60,Das,59.45276407913276
Ding,2,17.375,35,22.365,37,0.777,18,0.923,16,-1.0,18,0.716,26,10.82,52,20.792,35,0.263,8,0.0,1,0.009535,0,PZ26tBox,60,Ding,58.580075588160106
Das,9,17.346,34,21.743,26,0.798,7,0.929,7,-1.0,18,0.745,8,3.09,25,16.679,2,0.227,20,0.0,1,0.009131,0,PZ26tBox,60,Das,59.61107864484761
TFN,9,17.312,33,22.518,38,0.769,24,0.88,38,0.0,1,0.736,14,5.67,46,20.393,32,0.269,4,0.0,1,0.008676,0,PZ26tBox,60,Das,60.21458604157433
Chen,5,17.121,32,21.947,29,0.78,16,0.923,16,-1.0,18,0.719,25,5.15,41,28.039,64,0.203,46,0.0,1,0.006477,0,PZ26tBox,60,Chen,60.98428127378578
Bujnicki,4,16.877,30,22.106,34,0.763,31,0.929,7,0.0,1,0.71,33,0.0,1,18.454,10,0.226,21,0.0,1,0.004389,0,PZ26tBox,60,Bujnicki,60.38147366580181
Chen,6,17.387,36,24.112,41,0.721,48,0.895,30,-1.0,18,0.643,48,4.12,35,27.649,62,0.198,50,0.0,1,0.009706,0,PZ26tBox,60,Chen,60.91899152833597
TFN,5,20.064,49,25.089,45,0.8,5,0.88,38,-1.0,18,0.773,3,1.03,7,21.162,40,0.223,23,0.0,1,0.1977,0,PZ26tBox,60,Das,59.67503303018653
Chen,2,18.828,44,26.839,52,0.701,49,0.895,30,-1.0,18,0.616,49,4.12,35,26.006,57,0.199,48,0.0,1,0.06214,0,PZ26tBox,60,Chen,59.639875289335166
Xiao,2,25.069,57,63.236,57,0.396,52,0.0,52,-1.0,18,0.532,51,0.52,4,26.13,59,0.186,55,0.0,1,0.9732,0,PZ26tBox,60,Xiao,61.446605344232125
Bujnicki,3,16.852,29,21.362,23,0.789,12,0.975,1,-1.0,18,0.723,20,3.09,25,20.861,37,0.213,38,0.0,1,0.004209,0,PZ26tBox,60,Bujnicki,60.77128929925786
Xiao,4,23.271,54,58.7,54,0.396,52,0.0,52,-1.0,18,0.519,52,13.4,54,28.127,65,0.22,27,0.0,1,0.8242,0,PZ26tBox,60,Xiao,60.187137860193154
Xiao,3,23.271,54,58.7,54,0.396,52,0.0,52,-1.0,18,0.519,52,13.4,54,28.128,66,0.22,27,0.0,1,0.8242,0,PZ26tBox,60,Xiao,59.53286688126711
TFN,10,18.665,43,24.588,43,0.759,32,0.872,46,-1.0,18,0.723,20,2.58,21,19.66,27,0.242,13,0.0,1,0.05181,0,PZ26tBox,60,Das,60.248559744708444
Xiao,1,20.652,53,47.044,53,0.439,51,0.382,51,-1.0,18,0.469,55,1.03,7,25.511,54,0.236,14,0.0,1,0.3003,0,PZ26tBox,60,Xiao,58.61542388802896
Adamiak,2,20.201,51,26.238,49,0.77,23,0.923,16,-1.0,18,0.703,40,10.3,51,27.782,63,0.232,17,0.0,1,0.2195,0,PZ26tBox,60,Szachniuk,60.588038100853666
Chen,3,20.085,50,26.194,48,0.767,27,0.923,16,-1.0,18,0.7,42,4.64,40,25.809,55,0.206,45,0.0,1,0.2008,0,PZ26tBox,60,Chen,59.96347254706039
Chen,1,19.485,48,25.18,46,0.774,20,0.895,30,-1.0,18,0.723,20,1.03,7,26.021,58,0.203,46,0.0,1,0.1206,0,PZ26tBox,60,Chen,60.58861364658419
Chen,7,19.451,47,26.332,50,0.739,45,0.919,23,-1.0,18,0.66,47,2.06,18,26.154,60,0.215,36,0.0,1,0.1168,0,PZ26tBox,60,Chen,61.34206464949286
Chen,10,19.413,46,24.779,44,0.783,15,0.919,23,-1.0,18,0.732,15,5.15,41,25.877,56,0.217,34,0.0,1,0.1128,0,PZ26tBox,60,Chen,60.407029946757405
Adamiak,1,19.323,45,19.323,8,-1.0,56,-1.0,56,-1.0,18,-1.0,56,8.76,47,22.367,42,0.262,9,0.0,1,0.1035,0,PZ26tBox,60,Szachniuk,59.960694701824586
Adamiak,3,20.299,52,25.467,47,0.797,10,0.923,16,-1.0,18,0.745,8,9.79,50,23.643,48,0.252,11,0.0,1,0.2359,0,PZ26tBox,60,Szachniuk,60.85641635950185
Xiao,5,23.271,54,58.7,54,0.396,52,0.0,52,-1.0,18,0.519,52,13.4,54,28.128,66,0.22,27,0.0,1,0.8242,0,PZ26tBox,60,Xiao,59.28387130175561
FARFAR2,7,16.642,26,22.072,30,0.754,36,0.901,25,0.0,1,0.708,36,1.03,7,18.847,17,0.22,27,0.0,1,0.00297,0,PZ26tBox,60,Das,59.18824230124023
TFN,6,16.706,28,21.251,20,0.786,13,0.895,30,-1.0,18,0.751,7,8.76,47,20.041,29,0.221,26,0.0,1,0.003306,0,PZ26tBox,60,Das,59.09291665090196
Das,6,13.2,1,17.737,2,0.744,41,0.831,48,0.0,1,0.722,23,0.52,4,17.751,6,0.308,1,0.0,1,1.555e-06,0,PZ26tBox,60,Das,60.064139125445806
FARFAR2,4,13.2,1,17.737,2,0.744,41,0.831,48,0.0,1,0.722,23,0.52,4,17.751,6,0.308,1,0.0,1,1.555e-06,0,PZ26tBox,60,Das,61.429986103962285
FARFAR2,8,13.397,3,17.886,5,0.749,40,0.901,25,0.0,1,0.701,41,5.15,41,18.711,15,0.216,35,0.0,1,2.631e-06,0,PZ26tBox,60,Das,61.12542052156715
TFN,3,13.967,4,17.377,1,0.804,4,0.929,7,-1.0,18,0.758,6,4.12,35,19.18,22,0.199,48,0.0,1,1.13e-05,0,PZ26tBox,60,Das,60.74556555903944
TFN,7,14.567,5,19.074,7,0.764,28,0.901,25,-1.0,18,0.716,26,3.09,25,18.999,19,0.207,43,0.0,1,4.731e-05,0,PZ26tBox,60,Das,59.40333609397751
Chen,9,14.85,6,18.301,6,0.811,3,0.895,30,-1.0,18,0.781,2,4.12,35,27.599,61,0.184,57,0.0,1,8.958e-05,0,PZ26tBox,60,Chen,60.626787090379416
Das,5,15.759,8,20.498,13,0.769,24,0.929,7,0.0,1,0.715,30,1.55,13,19.172,20,0.211,40,0.0,1,0.0005937,0,PZ26tBox,60,Das,58.94752224150841
FARFAR2,3,15.759,8,20.498,13,0.769,24,0.929,7,0.0,1,0.715,30,1.55,13,19.172,20,0.211,40,0.0,1,0.0005937,0,PZ26tBox,60,Das,59.38225993048164
TFN,4,15.934,10,19.59,9,0.813,2,0.951,2,-1.0,18,0.76,5,3.09,25,20.22,31,0.215,36,0.0,1,0.0008322,0,PZ26tBox,60,Das,58.96967644297835
Adamiak,4,15.963,11,20.547,16,0.777,18,0.923,16,-1.0,18,0.713,32,8.76,47,24.914,53,0.258,10,0.0,1,0.0008789,0,PZ26tBox,60,Szachniuk,58.5068954778675
Ding,3,16.011,12,21.83,27,0.733,47,0.895,30,0.0,1,0.675,46,11.85,53,20.496,33,0.209,42,0.0,1,0.0009609,0,PZ26tBox,60,Ding,60.00017166954889
Das,3,16.085,13,20.148,10,0.798,7,0.951,2,-1.0,18,0.744,10,3.09,25,19.577,25,0.231,18,0.0,1,0.001104,0,PZ26tBox,60,Das,58.81513639527113
FARFAR2,5,15.695,7,20.816,17,0.754,36,0.831,48,-1.0,18,0.729,16,1.03,7,18.081,9,0.3,3,0.0,1,0.0005239,0,PZ26tBox,60,Das,59.908872678056966
Das,4,16.286,15,21.309,21,0.764,28,0.88,38,0.0,1,0.729,16,2.58,21,18.549,13,0.234,15,0.0,1,0.001593,0,PZ26tBox,60,Das,59.83918009237672
FARFAR2,10,16.085,13,20.148,10,0.798,7,0.951,2,-1.0,18,0.744,10,3.09,25,19.577,25,0.231,18,0.0,1,0.001104,0,PZ26tBox,60,Das,59.151829677564116
FARFAR2,6,16.617,24,21.487,24,0.773,21,0.929,7,-1.0,18,0.716,26,1.55,13,17.418,4,0.269,4,0.0,1,0.002844,0,PZ26tBox,60,Das,60.0244583345679
Das,7,16.617,24,21.487,24,0.773,21,0.929,7,-1.0,18,0.716,26,1.55,13,17.418,4,0.269,4,0.0,1,0.002844,0,PZ26tBox,60,Das,59.566583230832734
Ding,1,16.507,23,20.278,12,0.814,1,0.895,30,-1.0,18,0.785,1,14.94,57,20.579,34,0.218,33,0.0,1,0.002355,0,PZ26tBox,60,Ding,59.20682787214459
TFN,8,16.493,22,21.837,28,0.755,35,0.88,38,-1.0,18,0.706,39,5.15,41,19.954,28,0.226,21,0.0,1,0.002299,0,PZ26tBox,60,Das,59.75159625676444
Das,8,16.642,26,22.072,30,0.754,36,0.901,25,0.0,1,0.708,36,1.03,7,18.847,17,0.22,27,0.0,1,0.00297,0,PZ26tBox,60,Das,59.07159525330031
