Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,length,Groups_new,length_shift
Chen,7,10.995,22,14.209,22,0.774,18,0.9,7,-1.0,1,0.716,16,2.98,16,26.522,34,0.258,24,0.0,1,7.819e-07,0,PZ29,52,Chen,50.89651814516383
DasPOSTDEADLINE,10,9.236,21,11.672,20,0.791,11,0.926,3,-1.0,1,0.76,10,4.76,20,18.342,13,0.349,5,0.0,1,3.73e-09,0,PZ29,52,Das,53.22830164856153
Chen,2,9.217,20,12.34,21,0.747,23,0.9,7,-1.0,1,0.69,23,0.6,3,20.41,20,0.285,20,0.0,1,3.505e-09,0,PZ29,52,Chen,50.56040960550627
Szachniuk,1,4.987,3,6.082,2,0.82,2,0.926,3,-1.0,1,0.777,3,5.36,22,18.123,5,0.309,14,0.0,1,2.22e-16,0,PZ29,52,Szachniuk,53.368850059176516
DasPOSTDEADLINE,6,8.924,19,11.472,19,0.778,16,0.9,7,-1.0,1,0.753,11,1.19,8,16.942,1,0.395,2,0.0,1,1.312e-09,0,PZ29,52,Das,52.18295769996584
DasPOSTDEADLINE,9,7.907,17,10.086,18,0.784,14,0.9,7,-1.0,1,0.745,12,2.38,13,17.979,4,0.317,12,0.0,1,3.559e-11,0,PZ29,52,Das,50.61012475370082
Chen,3,7.771,16,9.961,16,0.78,15,0.847,24,-1.0,1,0.745,12,0.0,1,18.266,9,0.301,17,0.0,1,2.14e-11,0,PZ29,52,Chen,53.48019586415294
DasPOSTDEADLINE,5,7.44,14,9.84,15,0.756,21,0.874,17,-1.0,1,0.714,17,3.57,18,19.102,18,0.31,13,0.0,1,6.108e-12,0,PZ29,52,Das,52.422954709683175
Szachniuk,4,7.212,13,8.749,12,0.824,1,0.9,7,-1.0,1,0.8,1,8.34,25,18.311,11,0.291,18,0.0,1,2.517e-12,0,PZ29,52,Szachniuk,51.892165058314646
DasPOSTDEADLINE,4,6.897,12,8.98,13,0.768,19,0.926,3,-1.0,1,0.706,20,2.98,16,17.684,2,0.333,8,0.0,1,7.238e-13,0,PZ29,52,Das,51.92176640204643
DasPOSTDEADLINE,3,6.799,11,8.74,11,0.778,16,0.927,2,-1.0,1,0.714,17,3.57,18,20.549,21,0.321,11,0.0,1,4.877e-13,0,PZ29,52,Das,52.5634515800016
Chen,5,6.772,10,8.337,10,0.812,5,0.9,7,-1.0,1,0.77,7,0.61,7,18.163,8,0.324,9,0.0,1,4.373e-13,0,PZ29,52,Chen,51.97021265537622
Szachniuk,2,6.47,9,8.085,9,0.8,7,0.847,24,-1.0,1,0.777,3,7.74,24,20.576,22,0.265,21,0.0,1,1.27e-13,0,PZ29,52,Szachniuk,51.306827914231924
Chen,4,6.011,8,7.657,8,0.785,13,0.9,7,-1.0,1,0.739,14,1.2,11,22.406,28,0.29,19,0.0,1,1.837e-14,0,PZ29,52,Chen,50.71592213929955
DasPOSTDEADLINE,2,5.573,7,7.022,6,0.794,9,0.874,17,-1.0,1,0.765,9,4.76,20,18.123,5,0.4,1,0.0,1,2.72e-15,0,PZ29,52,Das,50.90625782984027
DasPOSTDEADLINE,8,5.491,6,7.46,7,0.736,25,0.874,17,-1.0,1,0.683,25,2.38,13,18.316,12,0.376,3,0.0,1,1.887e-15,0,PZ29,52,Das,50.819294295195604
Chen,10,5.241,5,6.613,5,0.793,10,0.9,7,-1.0,1,0.739,14,0.6,3,27.547,36,0.324,9,0.0,1,6.106e-16,0,PZ29,52,Chen,51.51197039517652
DasPOSTDEADLINE,7,8.0,18,10.062,17,0.795,8,0.874,17,-1.0,1,0.797,2,2.38,13,18.623,16,0.362,4,0.0,1,5.006e-11,0,PZ29,52,Das,50.75439790541874
Dfold2,4,6.276,32,8.998,39,0.698,56,0.714,62,0.0,1,0.709,53,231.77,90,16.461,11,0.27,52,0.0,1,8.283e-11,1,PZ33,45,Kollmann,45.42613916808065
Perez,6,13.445,81,32.171,89,0.418,89,0.567,86,0.0,1,0.382,90,0.0,1,33.152,98,0.26,57,0.0,1,0.008032,1,PZ33,45,Perez,43.63639259553975
Bujnicki,4,5.555,24,7.376,22,0.753,36,0.71,65,-1.0,50,0.781,28,6.18,56,18.882,33,0.278,49,0.0,1,5.568e-12,2,PZ33,45,Bujnicki,45.490916069401074
Bujnicki,3,5.68,25,7.383,23,0.769,29,0.849,24,-1.0,50,0.753,34,10.3,73,19.359,39,0.298,29,0.0,1,9.004e-12,1,PZ33,45,Bujnicki,46.258837663761
Dfold2,3,5.815,26,7.796,26,0.746,38,0.802,39,0.0,1,0.744,39,220.0,88,16.914,17,0.257,58,0.0,1,1.501e-11,1,PZ33,45,Kollmann,45.65100199349298
Nithin,5,5.824,27,8.345,33,0.698,56,0.701,68,-1.0,50,0.707,54,0.0,1,19.032,34,0.283,46,0.0,1,1.553e-11,2,PZ33,45,LCBio,45.62784123356963
Nithin,2,5.97,28,8.615,35,0.693,59,0.623,79,-1.0,50,0.728,44,0.0,1,19.293,37,0.246,67,0.0,1,2.68e-11,5,PZ33,45,LCBio,46.11282104320403
ARES,1,6.058,29,7.717,25,0.785,14,0.82,29,0.0,1,0.796,18,5.49,54,21.346,53,0.292,36,0.0,1,3.724e-11,6,PZ33,45,Das,45.949224660873355
Das,3,6.085,30,7.872,27,0.773,25,0.759,45,0.0,1,0.798,15,2.75,41,15.927,7,0.354,7,0.0,1,4.109e-11,5,PZ33,45,Das,44.4999366233498
FARFAR2,1,6.085,30,7.872,27,0.773,25,0.759,45,0.0,1,0.798,15,2.75,41,15.927,7,0.354,7,0.0,1,4.109e-11,5,PZ33,45,Das,43.862820460014
Dfold2,9,17.612,90,47.25,90,0.373,90,0.0,89,-1.0,50,0.535,85,135.49,87,19.89,43,0.207,84,0.0,1,0.4632,0,PZ33,45,Kollmann,46.19293678512559
Ding,3,15.566,89,24.999,86,0.623,78,0.856,19,-1.0,50,0.522,87,8.92,68,21.76,56,0.224,81,0.0,1,0.1095,0,PZ33,45,Ding,45.606797764330054
Perez,4,14.767,88,26.157,87,0.565,85,0.707,67,0.0,1,0.542,84,1.4,35,25.626,78,0.233,72,0.0,1,0.04713,1,PZ33,45,Perez,46.20723683928384
Dfold2,10,14.508,87,23.85,85,0.608,81,0.483,88,0.0,1,0.676,59,78.3,80,18.353,30,0.236,71,0.0,1,0.0346,1,PZ33,45,Kollmann,44.59802032486977
Ding,2,14.496,86,21.018,82,0.69,61,0.788,41,-1.0,50,0.655,66,7.55,59,26.783,86,0.198,85,0.0,1,0.0341,2,PZ33,45,Ding,45.83867688191738
Szachniuk,3,14.385,85,18.398,78,0.782,17,0.857,18,-1.0,50,0.764,32,11.67,75,23.028,64,0.152,90,0.0,1,0.02969,1,PZ33,45,Szachniuk,45.19047919500855
Dfold2,8,14.351,84,32.132,88,0.447,88,0.0,89,-1.0,50,0.639,72,127.75,85,22.596,63,0.252,61,0.0,1,0.02843,2,PZ33,45,Kollmann,44.43759884051506
Ding,8,13.824,83,20.336,80,0.68,65,0.856,19,-1.0,50,0.612,77,7.55,59,27.691,92,0.21,83,0.0,1,0.014,2,PZ33,45,Ding,43.67466943747678
Perez,8,13.722,82,23.64,84,0.58,84,0.661,76,0.0,1,0.573,81,0.0,1,27.388,89,0.25,63,0.0,1,0.0121,1,PZ33,45,Perez,44.88868464085146
Das,5,13.315,80,18.489,79,0.72,48,0.772,44,0.0,1,0.722,47,7.55,59,32.728,97,0.281,47,0.0,1,0.006572,7,PZ33,45,Das,45.81176011266799
Nithin,1,5.538,23,8.472,34,0.654,74,0.519,87,-1.0,50,0.715,50,0.69,23,21.719,55,0.319,26,0.0,1,5.209e-12,7,PZ33,45,LCBio,44.525393351911035
Perez,10,12.485,79,20.826,81,0.6,82,0.745,54,0.0,1,0.578,80,0.0,1,26.049,79,0.217,82,0.0,1,0.001637,0,PZ33,45,Perez,46.05936852745351
Xiao,2,5.422,22,7.488,24,0.724,45,0.788,41,-1.0,50,0.711,51,0.0,1,25.35,76,0.332,20,0.0,1,3.33e-12,5,PZ33,45,Xiao,43.580265644547616
Bujnicki,5,5.32,20,6.811,19,0.781,19,0.71,65,-1.0,50,0.822,8,4.12,50,19.264,36,0.285,44,0.0,1,2.231e-12,2,PZ33,45,Bujnicki,44.576611402738244
Bujnicki,2,3.41,1,4.472,1,0.763,31,0.601,82,-1.0,50,0.831,5,14.41,77,16.078,9,0.375,2,0.0,1,7.216e-16,1,PZ33,45,Bujnicki,46.18818621254308
Dfold2,6,3.916,2,5.926,8,0.661,71,0.601,82,0.0,1,0.711,51,103.64,82,16.661,14,0.35,10,0.0,1,6.717e-15,1,PZ33,45,Kollmann,44.81959323764009
FARFAR2,9,3.935,3,4.872,4,0.808,5,0.897,11,-1.0,50,0.785,25,2.75,41,15.561,3,0.343,14,0.0,1,7.272e-15,1,PZ33,45,Das,44.7537831958842
Das,9,3.969,4,4.805,2,0.826,3,0.929,4,0.0,1,0.821,9,3.43,47,15.901,5,0.322,23,0.0,1,8.438e-15,1,PZ33,45,Das,45.86524311859943
FARFAR2,3,3.969,4,4.805,2,0.826,3,0.929,4,0.0,1,0.821,9,3.43,47,15.901,5,0.322,23,0.0,1,8.438e-15,1,PZ33,45,Das,43.93082673717432
Dfold2,7,4.127,6,6.009,10,0.687,64,0.668,73,0.0,1,0.717,48,113.17,84,16.773,15,0.35,10,0.0,1,1.671e-14,1,PZ33,45,Kollmann,43.97194655533645
Dfold2,1,4.204,7,6.8,18,0.618,79,0.645,78,0.0,1,0.64,71,107.22,83,18.819,32,0.338,15,0.0,1,2.326e-14,3,PZ33,45,Kollmann,45.42796965283926
Dfold2,2,4.365,8,6.727,16,0.649,76,0.667,74,0.0,1,0.667,62,80.41,81,17.004,19,0.27,52,0.0,1,4.602e-14,5,PZ33,45,Kollmann,44.37492042733353
FARFAR2,8,4.424,9,5.804,6,0.762,32,0.714,62,-1.0,50,0.791,23,2.06,37,19.571,40,0.303,28,0.0,1,5.879e-14,7,PZ33,45,Das,43.58677047034512
Nithin,4,4.461,10,6.301,14,0.708,51,0.667,74,-1.0,50,0.736,42,0.0,1,18.363,31,0.351,9,0.0,1,6.867e-14,1,PZ33,45,LCBio,44.90080668614808
Chen,8,4.514,11,5.924,7,0.762,32,0.815,34,-1.0,50,0.753,34,0.0,1,17.475,22,0.298,29,0.0,1,8.56e-14,1,PZ33,45,Chen,45.72607196727437
Das,2,4.569,12,5.796,5,0.788,12,0.889,14,0.0,1,0.783,27,9.61,70,23.851,70,0.267,55,0.0,1,1.077e-13,7,PZ33,45,Das,46.264338038649484
Xiao,3,4.645,13,6.004,9,0.774,21,0.759,45,-1.0,50,0.789,24,0.69,23,24.439,73,0.335,16,0.0,1,1.476e-13,1,PZ33,45,Xiao,43.55464582979686
FARFAR2,2,4.767,14,6.058,11,0.787,13,0.713,64,0.0,1,0.836,3,1.37,29,14.09,1,0.377,1,0.0,1,2.434e-13,1,PZ33,45,Das,45.44585243381802
Dokholyan,1,4.831,15,6.865,20,0.704,54,0.759,45,0.0,1,0.701,56,135.12,86,20.936,50,0.226,77,0.0,1,3.166e-13,5,PZ33,45,Dokholyan,46.202663345608535
ARES,5,4.871,16,6.104,12,0.798,8,0.735,57,0.0,1,0.841,1,0.69,23,15.894,4,0.344,13,0.0,1,3.722e-13,1,PZ33,45,Das,44.6699646649087
ARES,3,5.042,17,6.448,15,0.782,17,0.733,59,0.0,1,0.821,9,6.18,56,14.478,2,0.355,6,0.0,1,7.414e-13,5,PZ33,45,Das,45.29208576769942
Chen,5,5.272,18,6.21,13,0.849,2,0.929,4,-1.0,50,0.829,6,0.0,1,22.14,58,0.296,34,0.0,1,1.847e-12,7,PZ33,45,Chen,44.778635682174425
Bujnicki,1,5.303,19,7.256,21,0.731,44,0.759,45,-1.0,50,0.73,43,0.69,23,23.715,67,0.251,62,0.0,1,2.093e-12,1,PZ33,45,Bujnicki,44.98261259578538
Xiao,1,5.418,21,6.728,17,0.805,6,0.856,19,-1.0,50,0.8,14,1.37,29,26.075,80,0.359,4,0.0,1,3.276e-12,3,PZ33,45,Xiao,45.8915358031077
Ding,6,12.37,78,16.286,75,0.76,34,0.856,19,-1.0,50,0.726,45,9.61,70,25.031,75,0.183,88,0.0,1,0.001328,2,PZ33,45,Ding,44.66226305207682
Perez,3,11.855,77,22.825,83,0.519,86,0.655,77,0.0,1,0.521,88,0.0,1,26.894,87,0.254,59,0.0,1,0.000499,1,PZ33,45,Perez,45.07580851830396
FARFAR2,4,7.364,53,9.838,51,0.748,37,0.69,70,-1.0,50,0.781,28,1.37,29,19.05,35,0.356,5,0.0,1,3.604e-09,7,PZ33,45,Das,43.8234770494267
Chen,2,7.316,52,10.442,54,0.701,55,0.929,4,0.0,1,0.63,76,0.0,1,20.265,45,0.248,64,0.0,1,3.07e-09,4,PZ33,45,Chen,46.261320873813126
Perez,1,7.289,51,10.598,56,0.688,63,0.897,11,-1.0,50,0.609,78,2.09,38,20.045,44,0.243,69,0.0,1,2.807e-09,0,PZ33,45,Perez,44.64682227380939
FARFAR2,7,7.282,50,9.219,45,0.79,9,0.759,45,0.0,1,0.823,7,0.0,1,16.296,10,0.322,23,0.0,1,2.743e-09,2,PZ33,45,Das,45.73069413434444
ARES,6,7.159,49,9.744,50,0.735,43,0.689,71,0.0,1,0.774,30,7.55,59,20.482,47,0.29,37,0.0,1,1.819e-09,2,PZ33,45,Das,45.58525879105285
Chen,3,7.139,48,9.038,41,0.79,9,0.929,4,-1.0,50,0.746,38,0.0,1,19.702,41,0.266,56,0.0,1,1.7e-09,1,PZ33,45,Chen,46.48255448432688
Chen,6,7.087,47,9.347,46,0.758,35,0.966,1,0.0,1,0.696,57,0.0,1,20.397,46,0.248,64,0.0,1,1.425e-09,5,PZ33,45,Chen,45.24294511999551
Perez,2,7.083,46,12.084,58,0.586,83,0.741,55,0.0,1,0.543,83,2.1,39,26.539,84,0.286,42,0.0,1,1.407e-09,7,PZ33,45,Perez,43.83895788852602
FARFAR2,5,7.007,45,9.089,42,0.771,27,0.815,34,0.0,1,0.785,25,2.75,41,16.824,16,0.247,66,0.0,1,1.088e-09,1,PZ33,45,Das,46.42294508596261
FARFAR2,6,6.905,44,9.037,40,0.764,30,0.869,17,0.0,1,0.753,34,3.43,47,16.915,18,0.286,42,0.0,1,7.667e-10,1,PZ33,45,Das,45.247644642070284
ARES,8,6.748,43,7.895,29,0.855,1,0.929,4,-1.0,50,0.838,2,7.55,59,18.144,29,0.331,21,0.0,1,4.449e-10,1,PZ33,45,Das,44.24653877734941
ARES,7,6.711,42,8.708,37,0.771,27,0.759,45,0.0,1,0.795,20,1.37,29,17.097,20,0.298,29,0.0,1,3.908e-10,5,PZ33,45,Das,45.43726109841004
ARES,9,6.673,41,8.626,36,0.774,21,0.897,11,0.0,1,0.747,37,4.8,51,17.653,24,0.284,45,0.0,1,3.421e-10,1,PZ33,45,Das,44.96610045362973
Chen,1,6.639,40,9.218,44,0.72,48,0.907,10,-1.0,50,0.648,69,0.0,1,26.193,81,0.227,76,0.0,1,3.027e-10,7,PZ33,45,Chen,45.39827209623688
Chen,4,6.606,39,9.123,43,0.724,45,0.966,1,0.0,1,0.649,68,0.0,1,22.502,62,0.281,47,0.0,1,2.701e-10,5,PZ33,45,Chen,45.01952765458333
Dfold2,5,6.558,38,8.791,38,0.746,38,0.759,45,0.0,1,0.76,33,231.09,89,17.755,26,0.278,49,0.0,1,2.275e-10,1,PZ33,45,Kollmann,44.182720911773885
Das,8,6.503,36,8.283,31,0.785,14,0.815,34,0.0,1,0.795,20,0.0,1,16.562,12,0.335,16,0.0,1,1.872e-10,1,PZ33,45,Das,44.555816625284685
ARES,4,6.503,36,8.283,31,0.785,14,0.815,34,0.0,1,0.795,20,0.0,1,16.562,12,0.335,16,0.0,1,1.872e-10,1,PZ33,45,Das,43.9209470060611
Chen,7,6.482,35,9.352,47,0.693,59,0.828,27,0.0,1,0.657,65,0.0,1,25.517,77,0.226,77,0.0,1,1.736e-10,7,PZ33,45,Chen,44.97403565562113
Nithin,3,6.41,34,9.469,48,0.677,66,0.596,84,-1.0,50,0.717,48,0.0,1,19.299,38,0.231,74,0.0,1,1.344e-10,5,PZ33,45,LCBio,44.61526724420091
ARES,10,6.311,33,8.112,30,0.778,20,0.759,45,-1.0,50,0.796,18,2.75,41,18.129,28,0.345,12,0.0,1,9.378e-11,6,PZ33,45,Das,46.32757829382691
FARFAR2,10,7.655,54,9.701,49,0.789,11,0.716,61,0.0,1,0.836,3,1.37,29,17.393,21,0.369,3,0.0,1,9.301e-09,5,PZ33,45,Das,45.29843253269372
Das,1,7.7,55,10.326,53,0.746,38,0.845,25,0.0,1,0.737,41,4.8,51,23.729,68,0.298,29,0.0,1,1.075e-08,1,PZ33,45,Das,45.46642182384092
Xiao,5,7.951,56,11.003,57,0.723,47,0.694,69,-1.0,50,0.743,40,18.53,79,33.667,99,0.324,22,0.0,1,2.384e-08,7,PZ33,45,Xiao,46.4634371436592
Szachniuk,1,7.956,57,9.944,52,0.8,7,0.933,3,0.0,1,0.766,31,8.92,68,27.994,93,0.297,33,0.0,1,2.419e-08,5,PZ33,45,Szachniuk,44.010341669312865
Szachniuk,5,11.8,76,16.031,74,0.736,42,0.82,29,0.0,1,0.725,46,10.3,73,23.894,71,0.288,39,0.0,1,0.0004479,2,PZ33,45,Szachniuk,45.676017633642346
Szachniuk,4,11.545,75,14.926,71,0.774,21,0.741,55,-1.0,50,0.797,17,2.75,41,23.312,65,0.295,35,0.0,1,0.0002671,4,PZ33,45,Szachniuk,45.2005567815301
Perez,5,11.196,74,16.676,76,0.671,69,0.856,19,-1.0,50,0.609,78,0.7,28,28.428,95,0.238,70,0.0,1,0.0001275,2,PZ33,45,Perez,43.92145934046174
Ding,5,10.433,73,14.961,72,0.697,58,0.82,29,-1.0,50,0.654,67,13.73,76,21.859,57,0.197,86,0.0,1,2.245e-05,2,PZ33,45,Ding,46.21287696274448
Szachniuk,2,9.963,72,14.063,65,0.708,51,0.889,14,-1.0,50,0.642,70,15.1,78,26.38,83,0.271,51,0.0,1,7.063e-06,7,PZ33,45,Szachniuk,45.96455625050548
Das,6,9.877,71,14.797,70,0.668,70,0.735,57,0.0,1,0.686,58,9.61,70,28.011,94,0.289,38,0.0,1,5.677e-06,2,PZ33,45,Das,44.87532176098454
Ding,7,9.74,70,14.115,66,0.69,61,0.816,32,0.0,1,0.662,63,6.86,58,24.161,72,0.172,89,0.0,1,3.99e-06,3,PZ33,45,Ding,44.155168108743766
Chen,9,9.69,69,13.487,61,0.718,50,0.786,43,-1.0,50,0.703,55,0.0,1,23.46,66,0.233,72,0.0,1,3.503e-06,7,PZ33,45,Chen,45.82885085301913
Xiao,4,9.561,67,12.829,60,0.745,41,0.621,81,-1.0,50,0.806,13,0.69,23,34.023,100,0.226,77,0.0,1,2.492e-06,2,PZ33,45,Xiao,45.56668701710431
Das,7,9.457,66,14.303,67,0.661,71,0.845,25,0.0,1,0.631,75,7.55,59,27.375,88,0.305,27,0.0,1,1.89e-06,1,PZ33,45,Das,46.49129886333189
Dokholyan,2,9.344,65,14.354,69,0.651,75,0.623,79,-1.0,50,0.67,61,1.4,35,26.556,85,0.231,74,0.0,1,1.391e-06,5,PZ33,45,Dokholyan,43.67893516696923
Chen,10,9.31,64,13.832,64,0.673,67,0.8,40,0.0,1,0.639,72,0.0,1,20.719,48,0.288,39,0.0,1,1.269e-06,2,PZ33,45,Chen,45.26398102515139
Ding,1,9.238,63,15.159,73,0.609,80,0.806,38,-1.0,50,0.533,86,8.24,66,28.503,96,0.197,86,0.0,1,1.042e-06,7,PZ33,45,Ding,43.72175741311842
Perez,7,9.049,62,13.811,63,0.655,73,0.671,72,-1.0,50,0.658,64,2.11,40,27.549,90,0.334,19,0.0,1,6.183e-07,6,PZ33,45,Perez,46.397519251442255
Ding,4,9.044,61,14.353,68,0.63,77,0.816,32,-1.0,50,0.563,82,8.24,66,23.841,69,0.226,77,0.0,1,6.094e-07,5,PZ33,45,Ding,43.841744309566465
Das,10,8.51,60,12.639,59,0.673,67,0.889,14,0.0,1,0.638,74,7.55,59,24.494,74,0.269,54,0.0,1,1.306e-07,7,PZ33,45,Das,46.285394396886225
Perez,9,8.467,59,16.998,77,0.498,87,0.572,85,0.0,1,0.495,89,1.39,34,26.306,82,0.253,60,0.0,1,1.151e-07,0,PZ33,45,Perez,45.12934732862697
ARES,2,8.164,58,10.551,55,0.774,21,0.733,59,0.0,1,0.811,12,4.8,51,18.043,27,0.245,68,0.0,1,4.605e-08,2,PZ33,45,Das,46.182023563822575
Das,4,9.679,68,13.733,62,0.705,53,0.828,27,0.0,1,0.676,59,5.49,54,27.683,91,0.287,41,0.0,1,3.397e-06,6,PZ33,45,Das,46.434876936270015
Chen,2,6.966,4,9.671,3,0.72,16,0.926,26,-1.0,39,0.682,16,0.51,6,31.5,50,0.375,4,0.0,1,5.551e-17,0,PZ37,61,Chen,61.14714097648478
Chen,3,6.593,3,9.967,5,0.661,35,0.889,35,-1.0,39,0.612,42,0.0,1,32.957,61,0.404,1,0.0,1,0.0,0,PZ37,61,Chen,60.80919534925716
Chen,1,9.745,8,13.136,7,0.742,6,0.926,26,0.0,1,0.721,4,0.51,6,31.722,51,0.352,11,0.0,1,9.551e-12,0,PZ37,61,Chen,59.8188349572827
Chen,6,5.42,1,7.871,1,0.689,27,0.964,2,0.0,1,0.645,33,1.02,15,29.585,31,0.387,2,0.0,1,0.0,0,PZ37,61,Chen,61.86236763379242
Chen,7,7.107,5,9.895,4,0.718,19,0.964,2,0.0,1,0.674,22,0.51,6,30.08,36,0.353,10,0.0,1,1.665e-16,0,PZ37,61,Chen,60.04695687595351
Szachniuk,4,6.222,2,9.043,2,0.688,30,0.929,20,0.0,1,0.646,32,12.22,25,30.546,38,0.303,40,0.0,1,0.0,1,PZ37,61,Szachniuk,61.267346213856776
Szachniuk,1,9.37,7,13.821,9,0.678,31,0.889,35,-1.0,39,0.628,38,6.62,22,29.814,33,0.251,48,0.0,1,2.242e-12,0,PZ37,61,Szachniuk,60.419055531278026
Szachniuk,3,9.877,9,13.326,8,0.741,8,0.964,2,0.0,1,0.702,13,14.77,33,30.075,35,0.327,32,0.0,1,1.576e-11,0,PZ37,61,Szachniuk,62.28459569786331
Dokholyan,2,18.633,54,54.833,66,0.34,71,0.0,55,0.0,1,0.459,70,0.51,6,32.243,54,0.188,61,0.0,1,0.03795,1,PZ37,61,Dokholyan,59.76496671713705
Dokholyan,3,17.132,53,42.352,54,0.405,66,0.0,55,-1.0,39,0.578,56,0.52,14,32.824,59,0.204,59,0.0,1,0.004542,1,PZ37,61,Dokholyan,60.347949237725224
Xiao,2,16.773,52,31.621,50,0.53,48,0.676,42,-1.0,39,0.507,68,2.55,20,38.832,82,0.203,60,0.0,1,0.002493,1,PZ37,61,Xiao,62.38256256056846
DasSWMapo,4,16.562,51,26.469,45,0.626,39,0.897,29,0.0,1,0.588,49,16.29,40,29.235,26,0.346,13,0.0,1,0.001719,1,PZ37,61,Das,62.414146468078364
Xiao,6,16.498,49,32.213,51,0.512,50,0.472,45,-1.0,39,0.542,63,14.27,31,35.315,74,0.241,49,0.0,1,0.001533,1,PZ37,61,Xiao,62.23163431743487
Xiao,1,16.498,49,32.213,51,0.512,50,0.472,45,-1.0,39,0.542,63,14.27,31,35.315,74,0.241,49,0.0,1,0.001533,1,PZ37,61,Xiao,61.40369495639609
DasFARFAR2apo,2,16.315,48,21.987,36,0.742,6,0.935,17,-1.0,39,0.704,12,13.75,27,26.379,5,0.336,22,0.0,1,0.001097,1,PZ37,61,Das,60.10581203795616
Yang,4,15.89,47,28.404,47,0.559,47,0.707,40,-1.0,39,0.538,65,15.27,37,36.95,78,0.261,47,0.0,1,0.0004857,0,PZ37,61,Yang,62.20412304961583
DasFARFAR2apo,5,15.764,46,22.034,37,0.715,21,0.964,2,0.0,1,0.675,19,20.37,51,25.66,4,0.363,6,0.0,1,0.0003781,1,PZ37,61,Das,60.041615131878075
Yang,8,15.702,45,26.585,46,0.591,42,0.463,47,-1.0,39,0.651,31,13.75,27,36.633,77,0.241,49,0.0,1,0.0003332,0,PZ37,61,Yang,62.04899223542388
Chen,9,15.349,44,21.238,35,0.723,13,0.964,2,-1.0,39,0.675,19,0.51,6,27.471,12,0.346,13,0.0,1,0.0001595,0,PZ37,61,Chen,61.09374499084338
Dokholyan,1,18.908,55,50.221,64,0.377,69,0.0,55,-1.0,39,0.514,67,2.06,19,32.131,52,0.235,53,0.0,1,0.05243,1,PZ37,61,Dokholyan,60.19910792317253
Dfold,6,19.025,56,45.277,58,0.42,61,0.0,55,0.0,1,0.562,60,120.22,64,31.214,43,0.188,61,0.0,1,0.05973,0,PZ37,61,Kollmann,61.15618568472882
Dfold,7,19.025,56,45.277,58,0.42,61,0.0,55,0.0,1,0.562,60,120.22,64,31.214,43,0.188,61,0.0,1,0.05973,0,PZ37,61,Kollmann,62.04924001032733
Dfold,8,19.025,56,45.277,58,0.42,61,0.0,55,0.0,1,0.562,60,120.22,64,31.214,43,0.188,61,0.0,1,0.05973,0,PZ37,61,Kollmann,61.111820704127595
Dfold,5,25.446,73,59.208,68,0.43,59,0.0,55,-1.0,39,0.578,56,107.2,62,34.178,67,0.226,55,0.0,1,0.9778,0,PZ37,61,Kollmann,59.964293722383594
Zhou,1,26.083,74,176.131,75,0.148,75,-1.0,74,0.0,1,0.18,75,111.0,63,29.596,32,0.188,61,0.0,1,0.991,0,PZ37,61,Anonymous,60.83361979941705
Dfold,10,31.956,75,73.913,72,0.432,58,0.0,55,-1.0,39,0.601,45,158.67,74,34.044,66,0.184,67,0.0,1,1.0,0,PZ37,61,Kollmann,60.747497857401015
Dfold,1,23.679,70,61.45,69,0.385,67,0.0,55,-1.0,39,0.518,66,127.8,68,32.712,58,0.214,57,0.0,1,0.8482,1,PZ37,61,Kollmann,60.73889272843547
Dokholyan,5,23.655,69,96.481,74,0.245,74,0.0,55,0.0,1,0.308,74,1.03,16,42.055,84,0.182,69,0.0,1,0.845,1,PZ37,61,Dokholyan,60.303725558407756
Yang,10,23.106,68,64.899,71,0.356,70,0.371,48,-1.0,39,0.366,72,22.43,53,34.979,72,0.149,74,0.0,1,0.7612,0,PZ37,61,Yang,60.37949370803538
Dfold,4,22.971,67,44.088,56,0.521,49,0.267,54,-1.0,39,0.628,38,140.23,70,31.215,47,0.15,73,0.0,1,0.7374,0,PZ37,61,Kollmann,59.769620660736635
Yang,9,15.239,43,39.548,53,0.385,67,-1.0,74,-1.0,39,0.455,71,50.41,57,57.454,85,0.115,75,0.0,1,0.0001261,0,PZ37,61,Yang,59.61572743186047
Dfold,2,21.261,65,47.564,62,0.447,55,0.0,55,-1.0,39,0.595,47,156.5,73,30.578,39,0.238,52,0.0,1,0.3765,1,PZ37,61,Kollmann,61.95495795067157
Xiao,4,21.155,64,64.49,70,0.328,72,0.0,55,0.0,1,0.464,69,0.0,1,37.021,79,0.215,56,0.0,1,0.3544,1,PZ37,61,Xiao,60.00952105769316
Dfold,3,21.14,63,45.873,61,0.461,54,0.0,55,0.0,1,0.613,41,152.98,71,34.381,69,0.181,70,0.0,1,0.3513,0,PZ37,61,Kollmann,60.67617614971695
Dfold,9,20.004,62,48.447,63,0.413,65,0.0,55,0.0,1,0.578,56,153.85,72,33.803,65,0.21,58,0.0,1,0.1555,1,PZ37,61,Kollmann,59.762000105210376
Dfold,11,19.779,61,44.886,57,0.441,56,0.0,55,-1.0,39,0.579,55,103.57,61,28.59,21,0.186,66,0.0,1,0.1276,1,PZ37,61,Kollmann,60.025417363398084
